"Location","Band Power","Total Power","Band/Total Power"
371722.689271197,1.75372196605653,4.08428277859201,0.429383091505994
371725.689271197,1.78676963415981,4.08042750391459,0.437887851811031
371728.689271197,1.79760530987582,4.04805883951091,0.444066003273066
371731.689271197,1.81220414491657,4.04503103971506,0.448007475622295
371734.689271197,1.84875056362285,4.0484880000334,0.456652104096048
371737.689271197,1.87479084377177,4.05235460178953,0.46264234698115
371740.689271197,1.8464663296508,3.97991849618475,0.463945764573034
371743.689271197,1.82237030026517,3.94718922060374,0.461688102195018
371746.689271197,1.78766576606183,3.91609295034606,0.45649216929436
371749.689271197,1.76411773229041,3.89287584146197,0.453165681140218
371752.689271197,1.75763147321849,3.90198297034341,0.450445705831414
371755.689271197,1.71063712820886,3.95322221713147,0.432719699083887
371758.689271197,1.66108507966531,4.02418012680648,0.412776025754971
371761.689271197,1.64196233029454,4.09084379320087,0.401374976239264
371764.689271197,1.63224934746052,4.14918133272771,0.393390699650974
371767.689271197,1.62089929255118,4.19078817400321,0.386776717230934
371770.689271197,1.60857076408741,4.2413142804576,0.379262336559002
371773.689271197,1.59524920589884,4.30434787322547,0.370613447816763
371776.689271197,1.59219296045982,4.29854682439863,0.370402609417327
371779.689271197,1.58999131836036,4.23313029875062,0.375606514835992
371782.689271197,1.57753150789593,4.15775399964522,0.379419154675948
371785.689271197,1.55067207370474,4.10854689369778,0.377425915737596
371788.689271197,1.5045569901822,4.09412912238233,0.367491338257235
371791.689271197,1.44423347030713,4.11968875860742,0.350568587806454
371794.689271197,1.38687460840968,4.15419768151037,0.333848967896358
371797.689271197,1.36827578085528,4.16710727596918,0.328351465474824
371800.689271197,1.33768879214631,4.18535165989052,0.319612042391988
371803.689271197,1.27474638143246,4.25897165500814,0.299308491507213
371806.689271197,1.22372196652367,4.35052452006698,0.281281477872197
371809.689271197,1.21078230133232,4.44730516785554,0.272250780109194
371812.689271197,1.23767280342993,4.56030807408844,0.271401138546397
371815.689271197,1.25414661883479,4.66798303051297,0.268669918171698
371818.689271197,1.24345767097849,4.76622903259814,0.260889198247501
371821.689271197,1.21823124328294,4.85920226188948,0.250706016672216
371824.689271197,1.19928581771588,4.91927808760282,0.243793051817547
371827.689271197,1.19260676442775,4.925867991578,0.242110987640515
371830.689271197,1.18354161446708,4.89770795960519,0.241652141007299
371833.689271197,1.16005080687715,4.85691343360448,0.238845271330323
371836.689271197,1.11336024328168,4.76039353680641,0.233879874567807
371839.689271197,1.03722626348187,4.64485686926382,0.223306399459895
371842.689271197,0.953705129394155,4.62222705245534,0.206330221032207
371845.689271197,0.895306836005168,4.75772970890456,0.188179423965492
371848.689271197,0.888867343889038,4.78281744404714,0.185845969303167
371851.689271197,0.875054790597803,4.60124981095269,0.190177631415457
371854.689271197,0.855514854926969,4.44157511963913,0.192615194358455
371857.689271197,0.811846294745734,4.32974073361216,0.187504597779562
371860.689271197,0.721860747506809,4.34068480099306,0.166301120814315
371863.689271197,0.700433789883507,4.45493998970762,0.157226313149389
371866.689271197,0.760250942478652,4.60612008674666,0.165052349517796
371869.689271197,0.840641384103382,4.78948422709066,0.175518144385669
371872.689271197,0.89600883829122,4.99614181788732,0.179340153052362
371875.689271197,0.925724418867178,5.23180412013529,0.176941719837026
371878.689271197,0.981227746475534,5.27784909872474,0.185914323831771
371881.689271197,1.06546084578145,5.27981360745229,0.201798950682196
371884.689271197,1.12457859810877,5.28466691468823,0.212800279802519
371887.689271197,1.17693185418618,5.24524623338663,0.22438066809807
371890.689271197,1.21054878953787,5.2421044302267,0.230928018632685
371893.689271197,1.2422313196347,5.22513863223588,0.237741313114813
371896.689271197,1.29851616884405,5.18232117168184,0.250566517555807
371899.689271197,1.34891282854701,5.12747743137575,0.263075332188265
371902.689271197,1.37700434659198,5.07182010384458,0.271501022985452
371905.689271197,1.41167778510793,4.98365544340025,0.283261513790522
371908.689271197,1.41860123310033,4.77911737575658,0.296833310748254
371911.689271197,1.42820663568037,4.58728398127038,0.311340357717475
371914.689271197,1.43164657096594,4.40281287509187,0.325166345148399
371917.689271197,1.42223320658679,4.2283854717804,0.336353725571749
371920.689271197,1.40073353919404,4.07588984063464,0.343663247526812
371923.689271197,1.37033246293884,3.92561971864239,0.349074174564405
371926.689271197,1.33926053090815,3.75933312707199,0.35624949575864
371929.689271197,1.32537422949452,3.59807014055018,0.368356974078291
371932.689271197,1.33027860098928,3.49155592829335,0.380998794895291
371935.689271197,1.33701117219648,3.41043827768109,0.392035000588128
371938.689271197,1.3356309177076,3.34271608767082,0.399564570450331
371941.689271197,1.32800109835782,3.28276321041188,0.404537584113841
371944.689271197,1.3194789099227,3.23141016254067,0.408329132964438
371947.689271197,1.306719766004,3.17290182271723,0.411837440619244
371950.689271197,1.29163687175056,3.13324072593867,0.412236717420938
371953.689271197,1.29162264472939,3.1464585467443,0.410500448533117
371956.689271197,1.29155644996718,3.14297485501588,0.410934388452388
371959.689271197,1.28315021178054,3.11341451366083,0.412136002498356
371962.689271197,1.27212845274254,3.06050879679556,0.415659139445866
371965.689271197,1.26586667959626,2.98848987551276,0.423580715453843
371968.689271197,1.26304167181701,2.90468909265089,0.434828524337635
371971.689271197,1.24876897974692,2.81521475439157,0.443578585896124
371974.689271197,1.22360321225096,2.76571934457009,0.442417707586003
371977.689271197,1.20239911263852,2.77027957517445,0.434035294998267
371980.689271197,1.16937905880451,2.77826943101339,0.420901963557212
371983.689271197,1.11816872442034,2.75657106332141,0.405637547059298
371986.689271197,1.08433192874702,2.74160344601064,0.395510127595165
